,R0000100,sampleid,race_x,sex_x,fam1,fam2,fam3,fam4,fam5,fam6,fam7,fam8,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race_y,sex_y,dob,yadultid,jobdissatisfaction1,jobdissatisfaction2,jobdissatisfaction3,jobdissatisfaction4,jobdissatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age,Self-Esteem,Pearlin,Famattscore,famattmom,sex_2
1763,9483,14,1,2,4,3,3,3,4,3,4,3,1,2,-5,-5,18.0,20.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,948301,9483,1,2,1987,948301,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,3,3,3,4,3,4,3,4,2,-7,6,33,25.0,22.0,39,27,1
1764,9485,14,1,2,3,3,3,3,3,3,3,3,1,2,-5,-5,19.0,20.0,9,-4,-4,-4,-4,-4,-4,-5,-4,-4,948504,9485,1,1,1986,948504,2,-7,-7,-7,-7,30000,-7,-7,-7,-7,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,3,3,4,3,2,3,3,-7,-7,34,26.0,22.0,37,24,0
1765,9487,14,1,2,4,4,4,4,4,4,4,4,1,2,3,3,22.0,24.0,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,948702,9487,1,2,1987,948702,1,-7,-7,-7,-7,65000,-7,-7,32000,-7,1.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,4,4,4,3,3,4,3,-7,-7,33,28.0,13.0,41,32,1
1768,9516,14,1,2,3,3,2,3,1,3,3,3,1,2,4,4,18.0,20.0,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,951605,9516,1,2,1986,951605,2,-7,-7,-7,-7,38000,-7,-7,-2,-7,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,4,2,3,3,-7,-2,33,26.0,16.0,36,21,1
1769,9523,13,2,2,4,4,3,4,4,4,4,4,2,2,3,3,-3.0,27.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,952304,9523,2,2,1987,952304,2,-7,-7,-7,-7,63000,-7,-7,48000,-7,1.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,2,3,3,3,3,3,2,3,3,-7,9,33,30.0,15.0,35,31,1
1770,9530,14,1,2,3,3,3,3,3,2,3,2,1,2,-5,-5,18.0,18.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,953001,9530,1,2,1983,953001,1,-7,-7,-7,-7,58000,-7,-7,56000,-7,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,2,3,2,6,9,37,33.0,14.0,33,22,1
1771,9532,14,1,2,3,3,2,3,3,3,4,3,1,2,3,4,23.0,23.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,953201,9532,1,1,1982,953201,1,2,-7,-7,-7,62000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,3,2,4,4,4,3,4,4,3,6,-7,37,33.0,13.0,41,24,0
1772,9537,14,1,2,3,3,3,3,3,3,4,2,1,2,1,2,14.0,17.0,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,953702,9537,1,2,1983,953702,4,-7,-7,-7,-7,-2,1,-7,-7,-7,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,2,3,4,3,4,3,4,4,7,2,37,25.0,15.0,39,24,1
1773,9542,13,2,2,4,4,2,3,4,3,4,3,2,2,2,2,26.0,30.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,954202,9542,2,2,1982,954202,1,2,-7,-7,-7,35000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,4,3,4,4,3,4,4,2,7,9,38,33.0,13.0,40,27,1
1774,9554,13,2,2,3,3,2,3,4,3,3,3,2,2,4,4,27.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,955403,9554,2,2,1983,955403,1,-7,2,2,-7,35000,-7,-7,-2,-7,2.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,2,3,3,3,7,2,37,30.0,17.0,35,24,1
1775,9558,13,2,2,4,4,3,4,3,4,3,4,2,2,2,4,18.0,30.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,955801,9558,2,2,1982,955801,-7,-7,-7,-7,-7,-1,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,3,3,3,6,-7,38,27.0,17.0,35,29,1
1776,9575,14,1,2,4,4,2,3,3,3,4,3,1,2,2,3,21.0,24.0,10,-4,-4,-4,-4,-4,-5,-4,-4,-4,957503,9575,1,2,1982,957503,2,-7,-7,-7,-7,40000,-7,-7,65000,-7,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,3,3,4,4,3,2,4,3,6,-7,38,33.0,12.0,40,26,1
1777,9576,14,1,2,4,4,2,3,3,4,4,4,1,2,1,2,20.0,30.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,957602,9576,1,2,2003,957602,1,-7,-7,-7,-7,-2,1,-7,-7,-7,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,0,0,0,0,0,0,3,0,0,0,0,4,4,3,4,4,4,4,4,3,2,4,3,-7,-7,17,32.0,14.0,43,28,1
1778,9576,14,1,2,4,4,2,3,3,4,4,4,1,2,1,2,20.0,30.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,957603,9576,1,2,2003,957603,1,-7,-7,-7,-7,-2,1,-7,-7,-7,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3,3,2,2,2,3,2,3,0,2,3,3,0,4,4,1,4,3,4,4,4,4,3,4,3,-7,-7,17,19.0,19.0,42,28,1
1779,9578,14,1,2,4,4,1,3,3,4,3,8,1,2,3,4,30.0,26.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,957803,9578,1,2,1982,957803,1,-7,-7,-7,-7,75000,-7,-7,20000,-7,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,4,4,4,2,3,4,4,6,9,38,33.0,18.0,41,30,1
1780,9578,14,1,2,4,4,1,3,3,4,3,8,1,2,3,4,30.0,26.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,957804,9578,1,1,1986,957804,2,2,1,-7,-7,32000,-7,-7,20000,-7,2.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,4,4,4,3,2,4,4,-7,-7,34,33.0,15.0,41,30,0
1781,9578,14,1,2,4,4,1,3,3,4,3,8,1,2,3,4,30.0,26.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,957806,9578,1,2,1995,957806,-7,-7,-7,-7,-7,0,-7,-7,50000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,2,3,4,4,3,3,3,4,4,4,-7,25,24.0,16.0,40,30,1
1782,9582,13,2,2,3,3,1,3,3,3,3,3,2,2,3,3,29.0,29.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,958202,9582,2,2,1994,958202,2,3,2,-7,-7,12000,-7,-7,-7,-7,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,4,2,4,2,4,3,3,2,3,4,3,5,-7,26,28.0,13.0,37,22,1
1783,9620,14,1,2,4,2,3,3,4,3,3,3,1,2,3,4,18.0,6.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,962003,9620,1,2,1982,962003,1,-7,-7,-7,-7,66205,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,4,3,4,2,3,3,4,3,4,9,38,29.0,16.0,38,25,1
1784,9627,14,1,2,3,3,0,8,2,3,3,8,1,2,2,3,20.0,12.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,962701,9627,1,1,1982,962701,2,-7,-7,-7,-7,12000,-7,-7,-7,-7,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,4,3,3,3,2,3,3,2,9,38,17.0,22.0,37,30,0
1785,9635,13,2,2,4,4,1,4,3,4,4,4,2,2,2,3,20.0,27.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,963502,9635,2,2,1996,963502,2,3,3,-7,-7,24000,-7,-7,-7,-7,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2,3,1,2,2,0,0,1,2,1,0,1,0,4,4,1,4,3,4,4,4,1,3,4,3,-7,-7,24,25.0,20.0,39,28,1
1786,9640,13,2,2,3,2,2,4,2,3,4,2,2,2,1,3,26.0,27.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,964001,9640,2,2,1986,964001,1,2,-7,-7,-7,204398,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,2,4,3,3,2,3,3,3,-7,1,34,25.0,15.0,37,22,1
1787,9648,14,1,2,2,2,2,2,2,2,2,2,1,2,3,4,16.0,17.0,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,964802,9648,1,2,1982,964802,2,-7,-7,-7,-7,0,-7,-7,0,15000,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,1,3,3,3,3,3,3,3,4,3,7,-2,38,26.0,16.0,36,16,1
1788,9660,14,1,2,3,3,2,2,2,2,3,3,1,2,3,3,27.0,29.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,966001,9660,1,1,1986,966001,1,-7,-7,-7,-7,55000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,2,3,3,3,3,2,4,3,-7,-2,34,26.0,16.0,37,20,0
1789,9676,13,2,2,4,3,3,3,4,3,4,3,2,2,2,3,20.0,26.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,967603,9676,2,2,1986,967603,2,-7,-7,-7,-7,0,-7,-7,43200,-7,1.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,2,3,3,-7,9,34,29.0,14.0,34,27,1
1790,9680,13,2,2,4,4,1,2,3,4,4,3,2,2,4,4,26.0,19.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,968002,9680,2,2,1986,968002,1,-7,-7,-7,-7,1000,-7,-7,24000,-7,2.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,2,2,4,2,2,4,3,2,3,4,1,-7,-7,34,30.0,18.0,33,25,1
1791,9707,13,2,2,4,3,2,3,3,3,3,3,2,2,1,2,19.0,30.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,970702,9707,2,1,1987,970702,1,-7,-7,-7,-7,45000,-7,-7,-7,-7,1.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,2,3,2,3,2,4,3,-7,1,33,29.0,15.0,34,24,0
1792,9711,13,2,2,2,3,3,2,4,2,4,2,2,2,4,4,20.0,30.0,-3,-4,-4,-4,-4,-4,-5,-4,-4,-4,971102,9711,2,1,2002,971102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2,2,0,0,0,0,0,0,3,0,0,0,0,3,4,2,3,2,3,3,2,2,2,4,2,-7,-7,17,25.0,18.0,32,22,0
1793,9757,13,2,2,3,3,3,3,2,3,3,3,2,2,3,3,30.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,975702,9757,2,2,1997,975702,1,3,4,-7,-7,23000,-7,-7,-7,-7,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,3,0,0,0,0,0,3,0,0,0,0,4,4,3,4,3,3,3,3,4,2,4,3,-7,-7,22,26.0,17.0,40,23,1
1795,9763,14,1,2,3,3,3,3,3,2,3,3,1,2,1,2,24.0,19.0,-5,-5,-5,-5,-5,-5,-5,8,-4,-4,976301,9763,1,1,1994,976301,2,4,2,2,-7,12000,-7,-7,-7,-7,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,2,4,4,4,3,4,4,4,3,-7,26,19.0,14.0,42,23,0
1796,9763,14,1,2,3,3,3,3,3,2,3,3,1,2,1,2,24.0,19.0,-5,-5,-5,-5,-5,-5,-5,8,-4,-4,976302,9763,1,2,1997,976302,1,3,1,-7,-7,3000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,2,4,0,0,0,0,3,2,3,0,0,0,0,4,4,3,4,3,4,4,3,3,2,4,3,-7,-7,23,31.0,13.0,41,23,1
1797,9778,14,1,2,3,3,2,3,3,3,3,2,1,2,1,2,24.0,18.0,7,-4,-4,-4,-4,-4,-4,-5,-4,-4,977802,9778,1,1,1987,977802,-7,-7,-7,-7,-7,44000,-7,-7,0,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,-7,-7,0,0,0,0,0,1,3,0,0,0,0,4,3,3,3,2,3,4,3,3,2,3,3,-7,3,33,27.0,16.0,36,22,0
1798,9784,14,1,2,3,3,2,3,3,2,4,2,1,2,2,2,20.0,24.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,978401,9784,1,2,1983,978401,1,1,-7,-7,-7,37000,-7,-7,34000,-7,2.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,3,4,3,3,2,3,4,3,6,9,37,29.0,16.0,37,22,1
1799,9784,14,1,2,3,3,2,3,3,2,4,2,1,2,2,2,20.0,24.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,978402,9784,1,1,1986,978402,2,1,1,-7,-7,42000,-7,-7,20000,-7,1.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,4,4,4,3,3,4,3,-7,9,34,28.0,15.0,41,22,0
1800,9784,14,1,2,3,3,2,3,3,2,4,2,1,2,2,2,20.0,24.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,978403,9784,1,1,1987,978403,2,1,-7,-7,-7,12000,-7,-7,0,-7,3.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,4,4,4,4,4,2,2,4,3,-7,6,33,24.0,18.0,41,22,0
1801,9809,14,1,2,4,3,1,4,4,3,4,3,1,2,3,3,28.0,29.0,7,-4,-4,-4,-4,-4,-5,-4,-5,-5,980902,9809,1,2,1982,980902,1,-7,-7,-7,-7,11000,-7,-7,-7,-7,1.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,3,3,4,3,3,3,4,3,5,-2,38,30.0,14.0,40,26,1
1802,9817,14,1,2,4,4,4,8,4,4,4,4,1,2,4,4,29.0,29.0,9,-4,-4,-4,-4,-4,-4,-4,-5,-5,981702,9817,1,2,1982,981702,2,1,-7,-7,-7,10000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,4,4,4,4,4,2,4,3,5,3,38,26.0,16.0,43,36,1
1803,9817,14,1,2,4,4,4,8,4,4,4,4,1,2,4,4,29.0,29.0,9,-4,-4,-4,-4,-4,-4,-4,-5,-5,981703,9817,1,1,1987,981703,-7,-7,-7,-7,-7,50000,-7,-7,0,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,-7,-7,0,0,0,0,0,1,3,0,1,0,0,4,4,1,4,4,4,4,2,3,1,4,3,-7,4,33,27.0,16.0,38,36,0
1804,9820,14,1,2,4,2,3,1,4,3,4,2,1,2,1,4,30.0,24.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,982001,9820,1,2,1987,982001,1,-7,-7,-7,-7,26000,-7,-7,47000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,4,2,3,3,4,3,2,2,3,4,3,-7,1,34,32.0,16.0,36,23,1
1805,9826,13,2,2,4,4,3,2,4,4,4,4,2,2,2,3,24.0,26.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,982601,9826,2,1,1983,982601,2,3,-7,-7,-7,38000,-7,-7,-7,-7,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,2,3,3,4,3,6,-2,37,26.0,18.0,36,29,0
1806,9828,14,1,2,4,2,2,3,3,2,3,2,1,2,3,4,16.0,13.0,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,982802,9828,1,1,1982,982802,1,2,1,-7,-7,25000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,2,3,3,3,3,3,2,3,3,6,9,38,26.0,16.0,34,21,0
1807,9828,14,1,2,4,2,2,3,3,2,3,2,1,2,3,4,16.0,13.0,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,982803,9828,1,2,1983,982803,1,-7,-7,-7,-7,0,-7,-7,-7,-7,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,2,3,3,3,3,5,-7,37,27.0,26.0,35,21,1
1808,9828,14,1,2,4,2,2,3,3,2,3,2,1,2,3,4,16.0,13.0,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,982805,9828,1,2,1986,982805,-7,-7,-7,-7,-7,0,-7,-7,30000,-7,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,2,3,2,-7,8,34,29.0,19.0,33,21,1
1809,9830,14,1,2,3,3,2,8,3,3,3,2,1,2,3,3,20.0,22.0,-3,-4,-4,-4,-4,-4,-5,-4,-4,-4,983002,9830,1,1,1987,983002,2,-7,-7,-7,-7,0,-7,-7,-7,-7,2.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,2,2,2,3,2,3,3,3,3,3,2,-7,-7,33,22.0,14.0,31,27,0
1810,9838,14,1,2,3,3,4,4,4,4,4,3,1,2,2,3,18.0,26.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,983804,9838,1,2,1994,983804,3,-7,-7,-7,-7,-2,1,-7,-7,-7,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,2,3,3,4,3,4,3,7,-7,26,30.0,17.0,36,29,1
1811,9839,14,1,2,3,3,2,3,4,3,4,3,1,2,2,2,20.0,22.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,983903,9839,1,1,1987,983903,1,1,-7,-7,-7,43000,-7,7000,30000,-7,1.0,1.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,4,4,4,4,3,4,2,4,3,-7,-7,33,33.0,15.0,43,25,0
1812,9840,14,1,2,4,4,1,4,4,4,4,4,1,2,4,3,15.0,-3.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,984001,9840,1,2,1983,984001,4,-7,-7,-7,-7,26000,-7,-7,30000,-7,1.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,3.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,4,3,4,4,4,1,4,4,3,5,-2,37,27.0,16.0,40,29,1
1813,9840,14,1,2,4,4,1,4,4,4,4,4,1,2,4,3,15.0,-3.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,984003,9840,1,2,1986,984003,1,4,1,-7,-7,40000,-7,-7,78000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,4,4,4,4,1,4,4,-7,9,34,28.0,13.0,45,29,1
1814,9844,14,1,2,4,2,1,3,4,4,4,4,1,2,3,3,19.0,22.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,984401,9844,1,2,1983,984401,1,-7,-7,-7,-7,0,-7,-7,125000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,4,4,3,7,9,37,33.0,13.0,37,26,1
1816,9858,14,1,2,3,3,2,3,3,3,3,3,1,2,3,2,18.0,17.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,985802,9858,1,1,1982,985802,1,2,-7,-7,-7,57000,-7,-7,-7,-7,2.0,3.0,2.0,3.0,1.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,4,3,4,4,4,3,4,3,4,3,4,9,38,27.0,16.0,43,23,0
1817,9858,14,1,2,3,3,2,3,3,3,3,3,1,2,3,2,18.0,17.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,985803,9858,1,1,1987,985803,4,2,2,3,-7,3200,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,4,4,4,4,2,4,4,-7,9,33,26.0,13.0,46,23,0
