,R0000100,sampleid,race_x,sex_x,fam1,fam2,fam3,fam4,fam5,fam6,fam7,fam8,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race_y,sex_y,dob,yadultid,jobdissatisfaction1,jobdissatisfaction2,jobdissatisfaction3,jobdissatisfaction4,jobdissatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age,Self-Esteem,Pearlin,Famattscore,famattmom,sex_2
1711,9101,13,2,2,1,1,4,1,4,3,4,1,2,2,2,2,17.0,15.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,910103,9101,2,2,1997,910103,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2,3,0,0,0,0,3,0,2,0,0,0,0,2,3,3,3,3,2,3,1,3,3,4,2,-7,-7,23,31.0,13.0,32,19,1
1712,9106,13,2,2,4,4,3,3,4,3,3,3,2,2,1,2,25.0,24.0,7,-4,-4,-4,-4,-4,-4,-4,12,13,910601,9106,2,2,1994,910601,1,-7,-7,-7,-7,34560,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,4,4,1,4,4,4,4,7,-7,26,33.0,13.0,45,27,1
1713,9108,13,2,2,4,4,4,3,2,4,4,3,2,2,2,4,20.0,23.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,910803,9108,2,2,1982,910803,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,2,3,4,3,2,3,2,3,3,3,3,5,9,37,25.0,20.0,35,28,1
1714,9144,14,1,2,1,1,2,2,2,1,2,1,1,2,3,3,-3.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,914401,9144,1,2,1987,914401,2,2,-7,-7,-7,5000,-7,-7,36000,-7,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,3,3,3,3,3,3,3,4,3,-7,9,32,25.0,17.0,38,12,1
1715,9157,13,2,2,3,3,2,3,2,3,4,3,2,2,1,2,27.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,915702,9157,2,1,1982,915702,1,3,-7,-7,-7,15000,-7,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,3,3,3,3,3,3,3,3,3,3,6,3,38,30.0,16.0,33,23,0
1716,9195,13,2,2,4,4,0,3,4,3,4,8,2,2,4,4,20.0,20.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,919501,9195,2,2,1982,919501,2,2,3,2,-7,67500,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,4,4,4,4,4,4,3,4,3,7,2,38,32.0,13.0,45,30,1
1717,9206,13,2,2,3,4,2,4,2,3,4,3,2,2,1,2,29.0,26.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,920601,9206,2,1,1983,920601,2,-7,-7,-7,-7,90000,-7,-7,100000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,4,2,4,4,4,4,4,4,2,3,3,7,-7,37,33.0,13.0,41,25,0
1718,9214,14,1,2,4,4,3,4,3,3,3,3,1,2,2,2,24.0,30.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,921402,9214,1,2,1983,921402,1,-7,-7,-7,-7,23000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,3,4,3,3,2,3,3,3,7,9,37,25.0,16.0,38,27,1
1719,9214,14,1,2,4,4,3,4,3,3,3,3,1,2,2,2,24.0,30.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,921404,9214,1,2,1986,921404,2,-7,-7,-7,-7,-2,5,-7,-7,-7,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,3,3,3,3,-7,-7,34,27.0,17.0,36,27,1
1720,9223,14,1,2,4,3,2,3,3,2,4,2,1,2,2,2,26.0,18.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,922302,9223,1,2,1996,922302,1,-7,-7,-7,-7,65000,-7,-7,83000,-7,2.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2,3,1,0,1,1,0,2,3,0,0,1,0,4,4,1,4,2,4,4,4,2,2,4,4,-7,-7,24,28.0,16.0,39,23,1
1721,9229,14,1,2,4,4,1,4,4,4,4,2,1,2,1,2,19.0,27.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,922901,9229,1,2,1987,922901,3,2,-7,-7,-7,35000,-7,-7,55000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,4,3,4,3,3,2,4,3,-7,8,33,26.0,16.0,38,27,1
1722,9229,14,1,2,4,4,1,4,4,4,4,2,1,2,1,2,19.0,27.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,922903,9229,1,1,2002,922903,1,3,-7,-7,-7,12000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,0,0,0,0,0,0,3,0,0,0,0,4,4,4,4,2,3,4,3,3,2,4,3,-7,-7,18,33.0,16.0,40,27,0
1723,9233,14,1,2,4,4,4,4,2,4,3,4,1,2,3,4,22.0,25.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,923302,9233,1,1,1982,923302,1,-7,-7,-7,-7,70000,-7,-7,35000,-7,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,3,3,3,2,3,3,3,7,9,38,29.0,11.0,33,29,0
1724,9233,14,1,2,4,4,4,4,2,4,3,4,1,2,3,4,22.0,25.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,923303,9233,1,1,1982,923303,2,-7,-7,-7,-7,60000,-7,-7,85000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,3,3,3,3,2,3,4,3,7,8,38,31.0,13.0,36,29,0
1725,9234,14,1,2,4,4,1,4,4,4,4,4,1,2,4,4,23.0,30.0,4,-4,-4,-4,-4,-4,-5,-5,-5,-5,923402,9234,1,2,1987,923402,-7,-7,-7,-7,-7,0,-7,-7,72000,-7,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,1,4,2,3,4,3,3,3,4,3,-7,1,34,27.0,17.0,37,29,1
1726,9255,14,1,2,4,4,3,4,4,4,4,4,1,2,3,4,25.0,28.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,925504,9255,1,2,1987,925504,1,-7,-7,-7,-7,0,-7,-7,-7,-7,1.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,4,4,4,4,4,2,4,4,-7,1,33,31.0,14.0,43,31,1
1727,9256,14,1,2,4,4,3,3,3,3,4,3,1,2,2,4,24.0,23.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,925601,9256,1,1,1986,925601,1,3,-7,-7,-7,95000,-7,-7,10000,-7,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,3,3,2,3,2,3,3,4,3,-7,2,34,31.0,12.0,36,27,0
1728,9256,14,1,2,4,4,3,3,3,3,4,3,1,2,2,4,24.0,23.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,925602,9256,1,1,1997,925602,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,1,1,1,1,1,1,3,0,0,0,0,2,3,3,2,3,2,3,2,3,2,3,2,-7,-7,22,27.0,26.0,30,27,0
1729,9257,14,1,2,4,4,1,4,1,4,4,3,1,2,1,3,19.0,19.0,-5,-5,-5,-5,-5,-5,10,-4,-4,-4,925702,9257,1,1,1982,925702,1,4,-7,-7,-7,204398,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,-7,-7,0,0,0,0,3,2,3,0,0,0,0,4,4,2,3,2,3,4,3,3,2,3,3,4,10,39,27.0,16.0,36,25,0
1730,9264,14,1,2,3,3,2,3,3,2,3,2,1,2,2,3,27.0,30.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,926403,9264,1,1,1982,926403,1,1,2,3,-7,114000,-7,-7,-7,-7,1.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,2,2,2,3,3,2,2,4,3,7,9,38,29.0,15.0,31,21,0
1731,9273,14,1,2,2,2,3,3,3,2,4,2,1,2,2,2,19.0,19.0,9,-4,-4,-4,-4,-4,-5,-4,-4,-4,927303,9273,1,2,1983,927303,2,1,-7,-7,-7,27000,-7,-7,-7,-7,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,3,3,3,3,3,3,3,3,3,2,7,-2,37,25.0,25.0,34,21,1
1732,9274,13,2,2,4,3,1,4,4,3,4,2,2,2,2,3,22.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,927403,9274,2,2,1983,927403,3,-7,-7,-7,-7,110000,-7,-7,-7,-7,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,2,3,3,3,3,7,-2,38,26.0,17.0,34,25,1
1733,9275,14,1,2,2,2,3,4,3,3,3,8,1,2,1,2,21.0,21.0,10,-4,-4,-4,-4,-4,-5,-4,-4,-4,927504,9275,1,1,1987,927504,2,1,-7,-7,-7,10000,-7,-7,25000,-7,1.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,3,3,3,2,4,3,3,3,4,1,-7,3,33,24.0,18.0,34,28,0
1734,9277,14,1,2,2,2,2,3,3,2,3,2,1,2,3,2,19.0,16.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,927703,9277,1,1,1982,927703,1,2,-7,-7,-7,80000,-7,-7,35000,-7,2.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,4,2,3,3,3,3,7,6,38,31.0,15.0,35,19,0
1735,9284,14,1,2,4,4,1,4,1,2,4,3,1,2,2,2,20.0,24.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,928404,9284,1,2,1982,928404,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,2,3,3,3,3,2,3,2,2,2,7,8,38,25.0,20.0,30,23,1
1736,9286,13,2,2,4,4,1,4,4,4,4,4,2,2,1,3,23.0,29.0,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,928601,9286,2,2,1986,928601,2,2,2,-7,-7,45000,-7,-7,-2,-7,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,3,3,2,2,3,3,2,3,3,-7,3,34,30.0,17.0,34,29,1
1737,9287,13,2,2,3,3,3,3,3,2,3,2,2,2,2,3,20.0,24.0,7,-4,-4,-4,-4,-4,-4,-4,-5,-5,928704,9287,2,2,1994,928704,1,-7,-7,-7,-7,20000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,2,3,2,3,3,3,2,7,-7,26,29.0,16.0,33,22,1
1738,9298,13,2,2,3,2,3,3,4,2,4,3,2,2,4,4,29.0,30.0,7,-4,-4,-4,-4,-4,-4,-4,20,20,929802,9298,2,2,1982,929802,2,-7,-7,-7,-7,204398,-7,-7,-7,-7,2.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,2,4,3,3,3,3,4,3,6,-2,38,33.0,14.0,39,24,1
1739,9298,13,2,2,3,2,3,3,4,2,4,3,2,2,4,4,29.0,30.0,7,-4,-4,-4,-4,-4,-4,-4,20,20,929803,9298,2,1,1994,929803,2,-7,-7,-7,-7,0,-7,-7,-7,-7,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,2,3,3,3,5,-7,26,25.0,15.0,35,24,0
1740,9298,13,2,2,3,2,3,3,4,2,4,3,2,2,4,4,29.0,30.0,7,-4,-4,-4,-4,-4,-4,-4,20,20,929804,9298,2,2,1995,929804,1,1,-7,-7,-7,4000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,2,3,3,3,3,3,3,3,5,-7,25,25.0,16.0,35,24,1
1741,9308,13,2,2,4,4,4,4,3,2,4,2,2,2,3,4,26.0,26.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,930803,9308,2,1,1995,930803,1,-7,-7,-7,-7,5000,-7,-7,-7,-7,1.0,1.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,4,2,3,3,3,3,3,3,3,3,2,6,-7,25,32.0,14.0,35,27,0
1742,9308,13,2,2,4,4,4,4,3,2,4,2,2,2,3,4,26.0,26.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,930806,9308,2,1,2002,930806,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,0,0,0,0,0,0,3,0,0,0,0,4,4,3,3,3,4,4,4,3,3,3,2,-7,-7,18,26.0,16.0,40,27,0
1743,9308,13,2,2,4,4,4,4,3,2,4,2,2,2,3,4,26.0,26.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,930807,9308,2,1,2002,930807,2,-7,-7,-7,-7,1200,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,0,0,0,0,1,0,1,0,0,0,0,3,3,2,3,4,3,3,2,3,2,3,2,-7,-7,18,26.0,16.0,33,27,0
1744,9312,14,1,2,4,3,4,3,3,1,4,3,1,2,1,2,17.0,14.0,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,931204,9312,1,2,2002,931204,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,1,3,0,1,1,1,2,0,2,2,2,2,0,4,4,2,3,3,3,3,3,3,3,4,2,-7,-7,18,28.0,20.0,37,25,1
1745,9319,13,2,2,3,3,2,3,3,3,3,3,2,2,1,3,18.0,18.0,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,931902,9319,2,2,1982,931902,2,1,-7,-7,-7,125000,-7,10000,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,2,4,3,3,3,3,4,3,6,9,38,31.0,13.0,39,23,1
1747,9341,13,2,2,4,3,2,3,2,3,4,8,2,2,1,4,-3.0,28.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,934101,9341,2,2,1987,934101,4,1,-7,-7,-7,32000,-7,-7,-7,-7,1.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,3,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,3,3,4,4,2,2,3,4,3,-7,9,33,29.0,20.0,37,29,1
1748,9354,14,1,2,3,2,3,3,3,2,3,2,1,2,2,3,15.0,28.0,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,935401,9354,1,2,1982,935401,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,2,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,4,3,1,3,2,3,1,3,3,7,-2,38,29.0,27.0,31,21,1
1749,9354,14,1,2,3,2,3,3,3,2,3,2,1,2,2,3,15.0,28.0,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,935403,9354,1,1,1994,935403,2,1,-7,-7,-7,-2,3,-7,10000,-7,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,3,3,3,7,-7,26,29.0,17.0,35,21,0
1750,9359,14,1,2,4,3,2,3,3,3,3,3,1,2,1,2,29.0,15.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,935902,9359,1,1,1995,935902,2,-7,-7,-7,-7,80000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,2,4,4,3,2,3,4,3,4,-7,25,28.0,15.0,38,24,0
1751,9360,14,1,2,4,4,1,4,4,4,3,8,1,2,4,4,27.0,30.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,936001,9360,1,1,1997,936001,1,3,-7,-7,-7,10000,-7,-7,-7,-7,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,0,0,2,0,2,2,3,0,0,0,0,3,3,3,3,3,3,3,3,2,3,3,2,-7,9,23,33.0,13.0,34,32,0
1752,9365,14,1,2,4,3,3,3,3,3,3,3,1,2,2,3,20.0,20.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,936501,9365,1,1,1995,936501,2,2,3,2,2,35000,-7,-7,35000,-7,1.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,4,3,4,4,4,4,3,4,4,7,1,25,28.0,17.0,45,25,0
1753,9371,14,1,2,4,4,4,8,4,3,4,3,1,2,2,2,19.0,30.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,937101,9371,1,1,1983,937101,2,1,-7,-7,-7,-2,4,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,3,3,3,2,3,3,3,1,-7,37,26.0,16.0,33,34,0
1754,9371,14,1,2,4,4,4,8,4,3,4,3,1,2,2,2,19.0,30.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,937102,9371,1,2,1987,937102,4,2,-7,-7,-7,30000,-7,-7,-1,-7,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,2,2,4,3,4,4,4,3,3,4,3,-7,9,33,23.0,21.0,39,34,1
1755,9374,14,1,2,3,3,2,3,2,3,3,2,1,2,1,2,17.0,21.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,937403,9374,1,2,1983,937403,2,-7,-7,-7,-7,90000,-7,-7,90000,-7,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,2,3,3,6,1,37,26.0,14.0,34,21,1
1756,9388,14,1,2,3,3,3,8,4,3,4,1,1,2,2,3,18.0,18.0,-5,-5,-5,-5,-5,-5,10,-5,-5,-5,938801,9388,1,2,1983,938801,1,-7,-7,-7,-7,47000,-7,-7,-2,-7,1.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,4,3,3,3,4,3,3,4,7,9,37,28.0,15.0,39,29,1
1757,9388,14,1,2,3,3,3,8,4,3,4,1,1,2,2,3,18.0,18.0,-5,-5,-5,-5,-5,-5,10,-5,-5,-5,938802,9388,1,2,1986,938802,1,3,-7,-7,-7,40000,-7,-7,130000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,3,3,3,3,2,3,3,-7,1,34,26.0,16.0,33,29,1
1758,9392,13,2,2,4,4,1,4,4,4,4,4,2,2,3,3,25.0,20.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,939202,9392,2,1,1982,939202,2,2,-7,-7,-7,10000,-7,-7,15000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,2,3,3,2,3,3,3,7,-2,38,26.0,16.0,33,29,0
1759,9416,14,1,2,4,4,1,4,3,4,4,2,1,2,3,3,30.0,26.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,941602,9416,1,2,1986,941602,2,2,-7,-7,-7,-1,-7,-7,-7,-7,2.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,3,4,3,4,2,2,4,3,-7,9,34,22.0,17.0,39,26,1
1760,9421,13,2,2,4,4,2,3,3,4,4,3,2,2,2,3,28.0,29.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,942101,9421,2,1,1987,942101,2,3,-7,-7,-7,70000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,3,4,3,3,3,3,3,3,3,-7,9,33,25.0,16.0,38,27,0
1761,9441,13,2,2,4,4,1,4,4,1,4,8,2,2,4,4,27.0,29.0,4,-4,-4,-4,-4,-4,-4,-4,-5,-5,944104,9441,2,2,1994,944104,2,3,4,2,-7,-2,3,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,2,3,3,2,3,3,2,7,-7,26,26.0,16.0,32,30,1
1762,9446,13,2,2,4,4,3,4,3,2,3,4,2,2,3,3,27.0,22.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,944601,9446,2,2,1982,944601,2,-7,-7,-7,-7,0,-7,-7,40000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,3,3,3,3,2,3,4,3,5,1,39,29.0,13.0,38,27,1
